u_id,u_name,v_id,v_name,type
889,"Johnston, Miss. Catherine Helen ""Carrie""",737,"Ford, Mrs. Edward (Margaret Ann Watson)",AUNT
889,"Johnston, Miss. Catherine Helen ""Carrie""",784,"Johnston, Mr. Andrew G",FATHER
889,"Johnston, Miss. Catherine Helen ""Carrie""",437,"Ford, Miss. Doolina Margaret ""Daisy""",COUSIN
889,"Johnston, Miss. Catherine Helen ""Carrie""",1136,"Johnston, Master. William Arthur Willie""""",BROTHER
889,"Johnston, Miss. Catherine Helen ""Carrie""",925,"Johnston, Mrs. Andrew G (Elizabeth Lily"" Watson)""",MOTHER
784,"Johnston, Mr. Andrew G",1059,"Ford, Mr. Edward Watson",NEPHEW
784,"Johnston, Mr. Andrew G",437,"Ford, Miss. Doolina Margaret ""Daisy""",NIECE
784,"Johnston, Mr. Andrew G",148,"Ford, Miss. Robina Maggie ""Ruby""",NIECE
784,"Johnston, Mr. Andrew G",1136,"Johnston, Master. William Arthur Willie""""",SON
784,"Johnston, Mr. Andrew G",87,"Ford, Mr. William Neal",NEPHEW
784,"Johnston, Mr. Andrew G",737,"Ford, Mrs. Edward (Margaret Ann Watson)",CONNECTED
784,"Johnston, Mr. Andrew G",236,"Harknett, Miss. Alice Phoebe",CONNECTED
784,"Johnston, Mr. Andrew G",925,"Johnston, Mrs. Andrew G (Elizabeth Lily"" Watson)""",WIFE
784,"Johnston, Mr. Andrew G",889,"Johnston, Miss. Catherine Helen ""Carrie""",DAUGHTER
925,"Johnston, Mrs. Andrew G (Elizabeth Lily"" Watson)""",737,"Ford, Mrs. Edward (Margaret Ann Watson)",SISTER
925,"Johnston, Mrs. Andrew G (Elizabeth Lily"" Watson)""",889,"Johnston, Miss. Catherine Helen ""Carrie""",DAUGHTER
925,"Johnston, Mrs. Andrew G (Elizabeth Lily"" Watson)""",1059,"Ford, Mr. Edward Watson",NEPHEW
925,"Johnston, Mrs. Andrew G (Elizabeth Lily"" Watson)""",784,"Johnston, Mr. Andrew G",HUSBAND
925,"Johnston, Mrs. Andrew G (Elizabeth Lily"" Watson)""",87,"Ford, Mr. William Neal",NEPHEW
925,"Johnston, Mrs. Andrew G (Elizabeth Lily"" Watson)""",148,"Ford, Miss. Robina Maggie ""Ruby""",NIECE
925,"Johnston, Mrs. Andrew G (Elizabeth Lily"" Watson)""",1136,"Johnston, Master. William Arthur Willie""""",SON
925,"Johnston, Mrs. Andrew G (Elizabeth Lily"" Watson)""",236,"Harknett, Miss. Alice Phoebe",CONNECTED
925,"Johnston, Mrs. Andrew G (Elizabeth Lily"" Watson)""",437,"Ford, Miss. Doolina Margaret ""Daisy""",NIECE
754,"Jonkoff, Mr. Lalio",848,"Markoff, Mr. Marin",CONNECTED
754,"Jonkoff, Mr. Lalio",878,"Petroff, Mr. Nedelio",CONNECTED
754,"Jonkoff, Mr. Lalio",288,"Naidenoff, Mr. Penko",CONNECTED
754,"Jonkoff, Mr. Lalio",963,"Minkoff, Mr. Lazar",CONNECTED
754,"Jonkoff, Mr. Lalio",567,"Stoytcheff, Mr. Ilia",CONNECTED
754,"Jonkoff, Mr. Lalio",664,"Coleff, Mr. Peju",CONNECTED
754,"Jonkoff, Mr. Lalio",106,"Mionoff, Mr. Stoytcho",CONNECTED
570,"Jonsson, Mr. Carl",92,"Andreasson, Mr. Paul Edvin",COMPANION
570,"Jonsson, Mr. Carl",834,"Augustsson, Mr. Albert",COMPANION
570,"Jonsson, Mr. Carl",1191,"Johansson, Mr. Nils",COMPANION
570,"Jonsson, Mr. Carl",1049,"Lundin, Miss. Olga Elida",CONNECTED
100,"Kantor, Mr. Sinai",317,"Kantor, Mrs. Sinai (Miriam Sternin)",WIFE
317,"Kantor, Mrs. Sinai (Miriam Sternin)",100,"Kantor, Mr. Sinai",HUSBAND
1138,"Karnes, Mrs. J Frank (Claire Bennett)",957,"Corey, Mrs. Percy C (Mary Phyllis Elizabeth Miller)",CONNECTED
692,"Karun, Miss. Manca",882,"Markun, Mr. Johann",CONNECTED
692,"Karun, Miss. Manca",932,"Karun, Mr. Franz",FATHER
932,"Karun, Mr. Franz",692,"Karun, Miss. Manca",DAUGHTER
932,"Karun, Mr. Franz",882,"Markun, Mr. Johann",CONNECTED
525,"Kassem, Mr. Fared",732,"Hassan, Mr. Houssein G N",RELATIVE
525,"Kassem, Mr. Fared",208,"Albimona, Mr. Nassef Cassem",COUSIN
304,"Keane, Miss. Nora A",718,"Troutt, Miss. Edwina Celia ""Winnie""",SAME_CABIN
304,"Keane, Miss. Nora A",124,"Webber, Miss. Susan",SAME_CABIN
967,"Keeping, Mr. Edwin",1110,"Widener, Mrs. George Dunton (Eleanor Elkins)",EMPLOYER
967,"Keeping, Mr. Edwin",378,"Widener, Mr. Harry Elkins",SON
967,"Keeping, Mr. Edwin",966,"Geiger, Miss. Amalie",MAID
967,"Keeping, Mr. Edwin",1299,"Widener, Mr. George Dunton",EMPLOYER
707,"Kelly, Mrs. Florence ""Fannie""",323,"Slayter, Miss. Hilda Mary",COMPANION
1137,"Kenyon, Mr. Frederick R",863,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",CONNECTED
1137,"Kenyon, Mr. Frederick R",458,"Kenyon, Mrs. Frederick R (Marion)",WIFE
1137,"Kenyon, Mr. Frederick R",797,"Leader, Dr. Alice (Farnham)",CONNECTED
458,"Kenyon, Mrs. Frederick R (Marion)",863,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",CONNECTED
458,"Kenyon, Mrs. Frederick R (Marion)",1137,"Kenyon, Mr. Frederick R",HUSBAND
458,"Kenyon, Mrs. Frederick R (Marion)",797,"Leader, Dr. Alice (Farnham)",CONNECTED
977,"Khalil, Mr. Betros",1141,"Khalil, Mrs. Betros (Zahie Maria"" Elias)""",WIFE
1141,"Khalil, Mrs. Betros (Zahie Maria"" Elias)""",977,"Khalil, Mr. Betros",HUSBAND
1013,"Kiernan, Mr. John",613,"Murphy, Miss. Margaret Jane",CONNECTED
1013,"Kiernan, Mr. John",215,"Kiernan, Mr. Philip",BROTHER
1013,"Kiernan, Mr. John",829,"McCormack, Mr. Thomas Joseph",COUSIN
215,"Kiernan, Mr. Philip",829,"McCormack, Mr. Thomas Joseph",COUSIN
215,"Kiernan, Mr. Philip",1013,"Kiernan, Mr. John",BROTHER
622,"Kimball, Mr. Edwin Nelson Jr",936,"Kimball, Mrs. Edwin Nelson Jr (Gertrude Parsons)",WIFE
936,"Kimball, Mrs. Edwin Nelson Jr (Gertrude Parsons)",622,"Kimball, Mr. Edwin Nelson Jr",HUSBAND
185,"Kink-Heilmann, Miss. Luise Gretchen",294,"Haas, Miss. Aloisia",SHARED_CABIN
185,"Kink-Heilmann, Miss. Luise Gretchen",70,"Kink, Mr. Vincenz",UNCLE
185,"Kink-Heilmann, Miss. Luise Gretchen",1286,"Kink-Heilmann, Mr. Anton",FATHER
185,"Kink-Heilmann, Miss. Luise Gretchen",1268,"Kink, Miss. Maria",AUNT
185,"Kink-Heilmann, Miss. Luise Gretchen",1057,"Kink-Heilmann, Mrs. Anton (Luise Heilmann)",MOTHER
185,"Kink-Heilmann, Miss. Luise Gretchen",50,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",SHARED_CABIN
1286,"Kink-Heilmann, Mr. Anton",423,"Zimmerman, Mr. Leo",SHARED_CABIN
1286,"Kink-Heilmann, Mr. Anton",70,"Kink, Mr. Vincenz",BROTHER
1286,"Kink-Heilmann, Mr. Anton",354,"Arnold-Franchi, Mr. Josef",SHARED_CABIN
1286,"Kink-Heilmann, Mr. Anton",1268,"Kink, Miss. Maria",SISTER
1286,"Kink-Heilmann, Mr. Anton",1146,"Wenzel, Mr. Linhart",SHARED_CABIN
1286,"Kink-Heilmann, Mr. Anton",185,"Kink-Heilmann, Miss. Luise Gretchen",DAUGHTER
1286,"Kink-Heilmann, Mr. Anton",1057,"Kink-Heilmann, Mrs. Anton (Luise Heilmann)",WIFE
1286,"Kink-Heilmann, Mr. Anton",895,"Wirz, Mr. Albert",SHARED_CABIN
1057,"Kink-Heilmann, Mrs. Anton (Luise Heilmann)",70,"Kink, Mr. Vincenz",CONNECTED
1057,"Kink-Heilmann, Mrs. Anton (Luise Heilmann)",185,"Kink-Heilmann, Miss. Luise Gretchen",DAUGHTER
1057,"Kink-Heilmann, Mrs. Anton (Luise Heilmann)",1268,"Kink, Miss. Maria",CONNECTED
1057,"Kink-Heilmann, Mrs. Anton (Luise Heilmann)",1286,"Kink-Heilmann, Mr. Anton",HUSBAND
1057,"Kink-Heilmann, Mrs. Anton (Luise Heilmann)",294,"Haas, Miss. Aloisia",SHARED_CABIN
1057,"Kink-Heilmann, Mrs. Anton (Luise Heilmann)",50,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",SHARED_CABIN
1268,"Kink, Miss. Maria",1286,"Kink-Heilmann, Mr. Anton",BROTHER
1268,"Kink, Miss. Maria",50,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",SHARED_CABIN
1268,"Kink, Miss. Maria",1057,"Kink-Heilmann, Mrs. Anton (Luise Heilmann)",CONNECTED
1268,"Kink, Miss. Maria",185,"Kink-Heilmann, Miss. Luise Gretchen",NIECE
1268,"Kink, Miss. Maria",70,"Kink, Mr. Vincenz",FATHER
1268,"Kink, Miss. Maria",294,"Haas, Miss. Aloisia",SHARED_CABIN
70,"Kink, Mr. Vincenz",1268,"Kink, Miss. Maria",DAUGHTER
70,"Kink, Mr. Vincenz",895,"Wirz, Mr. Albert",SHARED_CABIN
70,"Kink, Mr. Vincenz",354,"Arnold-Franchi, Mr. Josef",SHARED_CABIN
70,"Kink, Mr. Vincenz",423,"Zimmerman, Mr. Leo",SHARED_CABIN
70,"Kink, Mr. Vincenz",1286,"Kink-Heilmann, Mr. Anton",BROTHER
70,"Kink, Mr. Vincenz",185,"Kink-Heilmann, Miss. Luise Gretchen",NIECE
70,"Kink, Mr. Vincenz",1146,"Wenzel, Mr. Linhart",SHARED_CABIN
70,"Kink, Mr. Vincenz",1057,"Kink-Heilmann, Mrs. Anton (Luise Heilmann)",CONNECTED
627,"Kirkland, Rev. Charles Leonard",1077,"Maybery, Mr. Frank Hubert",CONNECTED
712,"Klaber, Mr. Herman",332,"Partner, Mr. Austen",COMPANION
1155,"Klasen, Miss. Gertrud Emilia",1045,"Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist)",MOTHER
1045,"Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist)",1155,"Klasen, Miss. Gertrud Emilia",DAUGHTER
733,"Knight, Mr. Robert J",1158,"Chisholm, Mr. Roderick Robert Crispin",CONNECTED
733,"Knight, Mr. Robert J",482,"Frost, Mr. Anthony Wood ""Archie""",CONNECTED
733,"Knight, Mr. Robert J",278,"Parkes, Mr. Francis ""Frank""",CONNECTED
733,"Knight, Mr. Robert J",24,"Sloper, Mr. William Thompson",CONNECTED
733,"Knight, Mr. Robert J",467,"Campbell, Mr. William",CONNECTED
733,"Knight, Mr. Robert J",807,"Andrews, Mr. Thomas Jr",CONNECTED
733,"Knight, Mr. Robert J",414,"Cunningham, Mr. Alfred Fleming",CONNECTED
733,"Knight, Mr. Robert J",675,"Watson, Mr. Ennis Hastings",CONNECTED
1213,"Krekorian, Mr. Neshan",61,"Sirayanian, Mr. Orsen",CONNECTED
1213,"Krekorian, Mr. Neshan",1203,"Vartanian, Mr. David",CONNECTED
1213,"Krekorian, Mr. Neshan",1063,"Zakarian, Mr. Ortin",CONNECTED
1213,"Krekorian, Mr. Neshan",1028,"Zakarian, Mr. Mapriededer",CONNECTED
1216,"Kreuchen, Miss. Emilie",690,"Madill, Miss. Georgette Alexandra",CONNECTED
1216,"Kreuchen, Miss. Emilie",731,"Allen, Miss. Elisabeth Walton",CONNECTED
1216,"Kreuchen, Miss. Emilie",780,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",EMPLOYER
440,"Kvillner, Mr. Johan Henrik Johannesson",303,"Johnson, Mr. William Cahoone Jr",CONNECTED
440,"Kvillner, Mr. Johan Henrik Johannesson",180,"Leonard, Mr. Lionel",CONNECTED
440,"Kvillner, Mr. Johan Henrik Johannesson",1044,"Storey, Mr. Thomas",CONNECTED
440,"Kvillner, Mr. Johan Henrik Johannesson",598,"Johnson, Mr. Alfred",CONNECTED
440,"Kvillner, Mr. Johan Henrik Johannesson",1015,"Carver, Mr. Alfred John",CONNECTED
313,"Lahtinen, Mrs. William (Anna Sylfven)",1041,"Lahtinen, Rev. William",CONNECTED
1041,"Lahtinen, Rev. William",313,"Lahtinen, Mrs. William (Anna Sylfven)",CONNECTED
693,"Lam, Mr. Ali",644,"Foo, Mr. Choong",CONNECTED
693,"Lam, Mr. Ali",170,"Ling, Mr. Lee",CONNECTED
693,"Lam, Mr. Ali",931,"Hee, Mr. Ling",CONNECTED
693,"Lam, Mr. Ali",75,"Bing, Mr. Lee",CONNECTED
693,"Lam, Mr. Ali",510,"Lang, Mr. Fang",CONNECTED
693,"Lam, Mr. Ali",827,"Lam, Mr. Len",CONNECTED
693,"Lam, Mr. Ali",839,"Chip, Mr. Chang",CONNECTED
827,"Lam, Mr. Len",693,"Lam, Mr. Ali",CONNECTED
827,"Lam, Mr. Len",931,"Hee, Mr. Ling",CONNECTED
827,"Lam, Mr. Len",75,"Bing, Mr. Lee",CONNECTED
827,"Lam, Mr. Len",644,"Foo, Mr. Choong",CONNECTED
827,"Lam, Mr. Len",170,"Ling, Mr. Lee",CONNECTED
827,"Lam, Mr. Len",510,"Lang, Mr. Fang",CONNECTED
827,"Lam, Mr. Len",839,"Chip, Mr. Chang",CONNECTED
1075,"Lane, Mr. Patrick",29,"O'Dwyer, Miss. Ellen ""Nellie""",CONNECTED
510,"Lang, Mr. Fang",170,"Ling, Mr. Lee",CONNECTED
510,"Lang, Mr. Fang",839,"Chip, Mr. Chang",CONNECTED
510,"Lang, Mr. Fang",827,"Lam, Mr. Len",CONNECTED
510,"Lang, Mr. Fang",693,"Lam, Mr. Ali",CONNECTED
510,"Lang, Mr. Fang",931,"Hee, Mr. Ling",CONNECTED
510,"Lang, Mr. Fang",75,"Bing, Mr. Lee",CONNECTED
510,"Lang, Mr. Fang",644,"Foo, Mr. Choong",CONNECTED
1188,"Laroche, Miss. Louise",44,"Laroche, Miss. Simonne Marie Anne Andree",SISTER
1188,"Laroche, Miss. Louise",686,"Laroche, Mr. Joseph Philippe Lemercier",FATHER
1188,"Laroche, Miss. Louise",609,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",MOTHER
44,"Laroche, Miss. Simonne Marie Anne Andree",1188,"Laroche, Miss. Louise",SISTER
44,"Laroche, Miss. Simonne Marie Anne Andree",609,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",MOTHER
44,"Laroche, Miss. Simonne Marie Anne Andree",686,"Laroche, Mr. Joseph Philippe Lemercier",FATHER
686,"Laroche, Mr. Joseph Philippe Lemercier",44,"Laroche, Miss. Simonne Marie Anne Andree",DAUGHTER
686,"Laroche, Mr. Joseph Philippe Lemercier",1188,"Laroche, Miss. Louise",DAUGHTER
686,"Laroche, Mr. Joseph Philippe Lemercier",609,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",WIFE
609,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",44,"Laroche, Miss. Simonne Marie Anne Andree",DAUGHTER
609,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",686,"Laroche, Mr. Joseph Philippe Lemercier",HUSBAND
609,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",1188,"Laroche, Miss. Louise",DAUGHTER
797,"Leader, Dr. Alice (Farnham)",863,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",CONNECTED
797,"Leader, Dr. Alice (Farnham)",1137,"Kenyon, Mr. Frederick R",CONNECTED
797,"Leader, Dr. Alice (Farnham)",458,"Kenyon, Mrs. Frederick R (Marion)",CONNECTED
177,"Lefebre, Master. Henry Forbes",486,"Lefebre, Miss. Jeannie",SISTER
177,"Lefebre, Master. Henry Forbes",1024,"Lefebre, Mrs. Frank (Frances)",MOTHER
177,"Lefebre, Master. Henry Forbes",410,"Lefebre, Miss. Ida",SISTER
177,"Lefebre, Master. Henry Forbes",230,"Lefebre, Miss. Mathilde",SISTER
410,"Lefebre, Miss. Ida",177,"Lefebre, Master. Henry Forbes",BROTHER
410,"Lefebre, Miss. Ida",230,"Lefebre, Miss. Mathilde",SISTER
410,"Lefebre, Miss. Ida",1024,"Lefebre, Mrs. Frank (Frances)",MOTHER
410,"Lefebre, Miss. Ida",486,"Lefebre, Miss. Jeannie",SISTER
486,"Lefebre, Miss. Jeannie",230,"Lefebre, Miss. Mathilde",SISTER
486,"Lefebre, Miss. Jeannie",177,"Lefebre, Master. Henry Forbes",BROTHER
486,"Lefebre, Miss. Jeannie",1024,"Lefebre, Mrs. Frank (Frances)",MOTHER
486,"Lefebre, Miss. Jeannie",410,"Lefebre, Miss. Ida",SISTER
230,"Lefebre, Miss. Mathilde",177,"Lefebre, Master. Henry Forbes",BROTHER
230,"Lefebre, Miss. Mathilde",486,"Lefebre, Miss. Jeannie",SISTER
230,"Lefebre, Miss. Mathilde",1024,"Lefebre, Mrs. Frank (Frances)",MOTHER
230,"Lefebre, Miss. Mathilde",410,"Lefebre, Miss. Ida",SISTER
1024,"Lefebre, Mrs. Frank (Frances)",177,"Lefebre, Master. Henry Forbes",SON
1024,"Lefebre, Mrs. Frank (Frances)",486,"Lefebre, Miss. Jeannie",DAUGHTER
1024,"Lefebre, Mrs. Frank (Frances)",410,"Lefebre, Miss. Ida",DAUGHTER
1024,"Lefebre, Mrs. Frank (Frances)",230,"Lefebre, Miss. Mathilde",DAUGHTER
597,"Leitch, Miss. Jessie Wills",721,"Harper, Miss. Annie Jessie ""Nina""",CONNECTED
597,"Leitch, Miss. Jessie Wills",849,"Harper, Rev. John",CONNECTED
517,"Lemore, Mrs. (Amelia Milley)",67,"Nye, Mrs. (Elizabeth Ramell)",COMPANION
517,"Lemore, Mrs. (Amelia Milley)",1114,"Cook, Mrs. (Selena Rogers)",COMPANION
517,"Lemore, Mrs. (Amelia Milley)",346,"Brown, Miss. Amelia ""Mildred""",COMPANION
1165,"Lennon, Miss. Mary",47,"Lennon, Mr. Denis",FATHER
47,"Lennon, Mr. Denis",1165,"Lennon, Miss. Mary",DAUGHTER
180,"Leonard, Mr. Lionel",1015,"Carver, Mr. Alfred John",CONNECTED
180,"Leonard, Mr. Lionel",440,"Kvillner, Mr. Johan Henrik Johannesson",CONNECTED
180,"Leonard, Mr. Lionel",303,"Johnson, Mr. William Cahoone Jr",CONNECTED
180,"Leonard, Mr. Lionel",598,"Johnson, Mr. Alfred",CONNECTED
180,"Leonard, Mr. Lionel",1044,"Storey, Mr. Thomas",CONNECTED
180,"Leonard, Mr. Lionel",272,"Tornquist, Mr. William Henry",SAME_TICKET
538,"LeRoy, Miss. Bertha",1131,"Douglas, Mrs. Walter Donald (Mahala Dutton)",EMPLOYER
538,"LeRoy, Miss. Bertha",545,"Douglas, Mr. Walter Donald",EMPLOYER
812,"Lester, Mr. James",566,"Davies, Mr. Alfred J",CONNECTED
812,"Lester, Mr. James",1079,"Davies, Mr. Joseph",NEPHEW
812,"Lester, Mr. James",901,"Davies, Mr. John Samuel",CONNECTED
738,"Lesurer, Mr. Gustave J",259,"Ward, Miss. Anna",CONNECTED
738,"Lesurer, Mr. Gustave J",1235,"Cardeza, Mrs. James Warburton Martinez (Charlotte Wardle Drake)",EMPLOYER
738,"Lesurer, Mr. Gustave J",680,"Cardeza, Mr. Thomas Drake Martinez",EMPLOYER
293,"Levy, Mr. Rene Jacques",328,"Ball, Mrs. (Ada E Hall)",SAME_CABIN
293,"Levy, Mr. Rene Jacques",474,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",SAME_CABIN
293,"Levy, Mr. Rene Jacques",1193,"Malachard, Mr. Noel",SAME_CABIN
1036,"Lindeberg-Lind, Mr. Erik Gustaf (Mr Edward Lingrey"")""",702,"Silverthorne, Mr. Spencer Victor",CONNECTED
606,"Lindell, Mr. Edvard Bengtsson",1251,"Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson)",WIFE
1251,"Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson)",606,"Lindell, Mr. Edvard Bengtsson",HUSBAND
665,"Lindqvist, Mr. Eino William",896,"Hirvonen, Mrs. Alexander (Helga E Lindqvist)",SISTER
665,"Lindqvist, Mr. Eino William",480,"Hirvonen, Miss. Hildur E",NIECE
665,"Lindqvist, Mr. Eino William",1143,"Abrahamsson, Mr. Abraham August Johannes",CONNECTED
854,"Lines, Miss. Mary Conover",1283,"Lines, Mrs. Ernest H (Elizabeth Lindsey James)",MOTHER
1283,"Lines, Mrs. Ernest H (Elizabeth Lindsey James)",854,"Lines, Miss. Mary Conover",DAUGHTER
170,"Ling, Mr. Lee",75,"Bing, Mr. Lee",CONNECTED
170,"Ling, Mr. Lee",827,"Lam, Mr. Len",CONNECTED
170,"Ling, Mr. Lee",931,"Hee, Mr. Ling",CONNECTED
170,"Ling, Mr. Lee",510,"Lang, Mr. Fang",CONNECTED
170,"Ling, Mr. Lee",693,"Lam, Mr. Ali",CONNECTED
170,"Ling, Mr. Lee",644,"Foo, Mr. Choong",CONNECTED
170,"Ling, Mr. Lee",839,"Chip, Mr. Chang",CONNECTED
254,"Lobb, Mr. William Arthur",618,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",WIFE
618,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",254,"Lobb, Mr. William Arthur",HUSBAND
628,"Longley, Miss. Gretchen Fiske",766,"Hogeboom, Mrs. John C (Anna Andrews)",CONNECTED
628,"Longley, Miss. Gretchen Fiske",276,"Andrews, Miss. Kornelia Theodosia",CONNECTED
1190,"Loring, Mr. Joseph Holland",1182,"Rheims, Mr. George Alexander Lucien",CONNECTED
922,"Louch, Mr. Charles Alexander",433,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",WIFE
433,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",922,"Louch, Mr. Charles Alexander",HUSBAND
228,"Lovell, Mr. John Hall (""Henry"")",213,"Perkin, Mr. John Henry",COUSIN
228,"Lovell, Mr. John Hall (""Henry"")",478,"Braund, Mr. Lewis Richard",COUSIN
228,"Lovell, Mr. John Hall (""Henry"")",1,"Braund, Mr. Owen Harris",COUSIN
632,"Lundahl, Mr. Johan Svensson",130,"Ekstrom, Mr. Johan",SON
1049,"Lundin, Miss. Olga Elida",883,"Dahlberg, Miss. Gerda Ulrika",CONNECTED
1049,"Lundin, Miss. Olga Elida",1191,"Johansson, Mr. Nils",FIANCE
1049,"Lundin, Miss. Olga Elida",570,"Jonsson, Mr. Carl",CONNECTED
1049,"Lundin, Miss. Olga Elida",834,"Augustsson, Mr. Albert",COMPANION
1049,"Lundin, Miss. Olga Elida",92,"Andreasson, Mr. Paul Edvin",COMPANION
1233,"Lundstrom, Mr. Thure Edvin",397,"Olsson, Miss. Elina",CONNECTED
196,"Lurette, Miss. Elise",32,"Spencer, Mrs. William Augustus (Marie Eugenie)",CONNECTED
196,"Lurette, Miss. Elise",1208,"Spencer, Mr. William Augustus",CONNECTED
773,"Mack, Mrs. (Mary)",842,"Mudd, Mr. Thomas Charles",SAME_TICKET
690,"Madill, Miss. Georgette Alexandra",731,"Allen, Miss. Elisabeth Walton",COUSIN
690,"Madill, Miss. Georgette Alexandra",780,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",MOTHER
690,"Madill, Miss. Georgette Alexandra",1216,"Kreuchen, Miss. Emilie",CONNECTED
128,"Madsen, Mr. Fridtjof Arne",913,"Olsen, Master. Artur Karl",CONNECTED
128,"Madsen, Mr. Fridtjof Arne",198,"Olsen, Mr. Karl Siegwart Andreas",CONNECTED
1227,"Maguire, Mr. John Edward",476,"Clifford, Mr. George Quincy",CONNECTED
1227,"Maguire, Mr. John Edward",111,"Porter, Mr. Walter Chamberlain",CONNECTED
1227,"Maguire, Mr. John Edward",299,"Saalfeld, Mr. Adolphe",SAME_CABIN
505,"Maioni, Miss. Roberta",760,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",CONNECTED
505,"Maioni, Miss. Roberta",337,"Pears, Mr. Thomas Clinton",CONNECTED
505,"Maioni, Miss. Roberta",337,"Pears, Mr. Thomas Clinton",CONNECTED
505,"Maioni, Miss. Roberta",258,"Cherry, Miss. Gladys",CONNECTED
1193,"Malachard, Mr. Noel",328,"Ball, Mrs. (Ada E Hall)",SAME_CABIN
1193,"Malachard, Mr. Noel",474,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",SAME_CABIN
1193,"Malachard, Mr. Noel",293,"Levy, Mr. Rene Jacques",SAME_CABIN
828,"Mallet, Master. Andre",1253,"Mallet, Mrs. Albert (Antoinette Magnin)",MOTHER
828,"Mallet, Master. Andre",818,"Mallet, Mr. Albert",FATHER
818,"Mallet, Mr. Albert",136,"Richard, Mr. Emile",FRIEND
818,"Mallet, Mr. Albert",828,"Mallet, Master. Andre",SON
818,"Mallet, Mr. Albert",1253,"Mallet, Mrs. Albert (Antoinette Magnin)",WIFE
1253,"Mallet, Mrs. Albert (Antoinette Magnin)",828,"Mallet, Master. Andre",SON
1253,"Mallet, Mrs. Albert (Antoinette Magnin)",818,"Mallet, Mr. Albert",HUSBAND
848,"Markoff, Mr. Marin",664,"Coleff, Mr. Peju",CONNECTED
848,"Markoff, Mr. Marin",567,"Stoytcheff, Mr. Ilia",CONNECTED
848,"Markoff, Mr. Marin",963,"Minkoff, Mr. Lazar",CONNECTED
848,"Markoff, Mr. Marin",106,"Mionoff, Mr. Stoytcho",CONNECTED
848,"Markoff, Mr. Marin",754,"Jonkoff, Mr. Lalio",CONNECTED
848,"Markoff, Mr. Marin",288,"Naidenoff, Mr. Penko",CONNECTED
848,"Markoff, Mr. Marin",878,"Petroff, Mr. Nedelio",CONNECTED
882,"Markun, Mr. Johann",692,"Karun, Miss. Manca",CONNECTED
882,"Markun, Mr. Johann",932,"Karun, Mr. Franz",CONNECTED
749,"Marvin, Mr. Daniel Warner",1074,"Marvin, Mrs. Daniel Warner (Mary Graham Carmichael Farquarson)",WIFE
1074,"Marvin, Mrs. Daniel Warner (Mary Graham Carmichael Farquarson)",749,"Marvin, Mr. Daniel Warner",HUSBAND
20,"Masselmani, Mrs. Fatima",355,"Yousif, Mr. Wazli",COUSIN
20,"Masselmani, Mrs. Fatima",1184,"Nasr, Mr. Mustafa",COUSIN
1077,"Maybery, Mr. Frank Hubert",627,"Kirkland, Rev. Charles Leonard",CONNECTED
1162,"McCaffry, Mr. Thomas Francis",1010,"Beattie, Mr. Thomson",CONNECTED
1196,"McCarthy, Miss. Catherine Katie""""",681,"Peters, Miss. Katie",CONNECTED
1196,"McCarthy, Miss. Catherine Katie""""",388,"Buss, Miss. Kate",CONNECTED
1196,"McCarthy, Miss. Catherine Katie""""",777,"Tobin, Mr. Roger",CONNECTED
7,"McCarthy, Mr. Timothy J",1038,"Hilliard, Mr. Herbert Henry",CONNECTED
829,"McCormack, Mr. Thomas Joseph",215,"Kiernan, Mr. Philip",COUSIN
829,"McCormack, Mr. Thomas Joseph",1013,"Kiernan, Mr. John",COUSIN
331,"McCoy, Miss. Agnes",302,"McCoy, Mr. Bernard",FATHER
331,"McCoy, Miss. Agnes",1019,"McCoy, Miss. Alicia",SISTER
1019,"McCoy, Miss. Alicia",302,"McCoy, Mr. Bernard",FATHER
1019,"McCoy, Miss. Alicia",331,"McCoy, Miss. Agnes",SISTER
302,"McCoy, Mr. Bernard",1019,"McCoy, Miss. Alicia",DAUGHTER
