Sex,Age,SibSp,Parch,Fare,Survived,Pclass3,Pclass2,Pclass1,Embarked_Q,Embarked_C,Embarked_S,PassengerId
0,22.0,0,0,9.35,0,1,0,0,0,0,1,226
0,23.0,0,0,13.0,0,0,1,0,0,0,1,734
0,25.0,1,0,91.0792,1,0,0,1,0,1,0,485
0,45.0,0,0,35.5,0,0,0,1,0,0,1,340
1,30.0,0,0,164.8667,1,0,0,1,0,0,1,1292
1,58.0,0,0,26.55,1,0,0,1,0,0,1,12
0,42.0,0,0,26.55,0,0,0,1,0,0,1,1050
0,26.0,0,0,13.0,0,0,1,0,0,0,1,1238
1,45.0,0,0,262.375,1,0,0,1,0,1,0,1267
0,21.0,0,0,16.1,0,1,0,0,0,0,1,625
1,22.0,0,1,55.0,1,0,0,1,0,0,1,357
0,41.0,0,0,30.5,0,0,0,1,0,0,1,920
1,20.0,0,0,7.8542,0,1,0,0,0,0,1,990
0,29.0,1,0,7.0458,0,1,0,0,0,0,1,478
0,22.0,1,0,7.25,0,1,0,0,0,0,1,1
0,28.0,0,0,39.6,0,0,0,1,0,1,0,767
1,15.0,0,2,39.0,1,0,1,0,0,0,1,1067
1,18.0,0,0,7.8792,0,1,0,0,1,0,0,958
0,25.0,0,0,13.0,0,0,1,0,0,0,1,667
0,26.0,1,1,29.0,1,0,1,0,0,0,1,899
1,35.0,0,0,21.0,1,0,1,0,0,0,1,212
0,28.0,0,0,7.7958,0,1,0,0,0,0,1,757
0,24.0,0,0,7.8542,0,1,0,0,0,0,1,1027
0,33.0,0,0,5.0,0,0,0,1,0,0,1,873
1,14.0,1,2,120.0,1,0,0,1,0,0,1,436
0,36.0,1,2,120.0,1,0,0,1,0,0,1,391
0,28.0,0,0,7.25,0,1,0,0,0,0,1,1015
0,46.0,1,0,61.175,0,0,0,1,0,0,1,93
0,52.0,0,0,13.5,0,0,1,0,0,0,1,696
0,37.0,1,0,26.0,0,0,1,0,0,0,1,595
1,36.0,0,0,262.375,1,0,0,1,0,1,0,951
1,28.0,0,1,55.0,1,0,0,1,0,0,1,167
0,27.0,1,0,136.7792,0,0,0,1,0,1,0,1144
0,28.0,0,0,52.0,0,0,0,1,0,0,1,476
0,28.0,0,0,13.0,0,0,1,0,0,0,1,343
0,47.0,0,0,25.5875,0,0,0,1,0,0,1,663
1,39.0,1,1,83.1583,1,0,0,1,0,1,0,836
0,28.0,0,0,26.55,0,0,0,1,0,0,1,1040
0,19.0,0,0,8.1583,0,1,0,0,0,0,1,68
0,44.0,0,1,16.1,0,1,0,0,0,0,1,161
0,39.0,1,0,71.2833,0,0,0,1,0,1,0,1126
1,22.0,0,0,10.5167,0,1,0,0,0,0,1,883
0,29.0,0,0,7.75,1,1,0,0,1,0,0,511
0,34.0,1,1,14.4,0,1,0,0,0,0,1,617
0,27.0,0,0,30.5,1,0,0,1,0,0,1,608
0,18.0,0,0,73.5,0,0,1,0,0,0,1,386
0,28.0,1,0,16.1,0,1,0,0,0,0,1,950
0,16.0,0,0,9.5,0,1,0,0,0,0,1,283
0,17.0,0,0,73.5,0,0,1,0,0,0,1,1104
0,1.0,1,2,20.575,1,1,0,0,0,0,1,789
0,26.0,1,2,20.575,0,1,0,0,0,0,1,94
0,29.0,1,0,27.7208,0,0,1,0,0,1,0,362
0,31.0,1,0,57.0,1,0,0,1,0,0,1,691
0,4.0,0,2,81.8583,1,0,0,1,0,0,1,446
0,19.0,0,0,8.05,1,1,0,0,0,0,1,284
0,50.0,1,0,106.425,0,0,0,1,0,1,0,545
1,30.0,0,0,12.475,1,1,0,0,0,0,1,80
0,39.0,0,0,29.7,0,0,0,1,0,1,0,1223
0,23.0,1,0,13.9,0,1,0,0,0,0,1,1064
0,23.0,0,0,13.0,0,0,1,0,0,0,1,659
0,47.0,0,0,7.25,0,1,0,0,0,0,1,593
1,36.0,0,0,31.6792,0,0,0,1,0,1,0,1004
0,40.5,0,0,15.1,0,1,0,0,0,0,1,1120
1,28.0,0,0,110.8833,1,0,0,1,0,1,0,307
0,18.0,2,2,34.375,0,1,0,0,0,0,1,1059
1,28.0,3,2,263.0,1,0,0,1,0,0,1,945
1,23.0,3,2,263.0,1,0,0,1,0,0,1,89
0,43.0,1,0,27.7208,1,0,0,1,0,1,0,1296
1,38.0,0,0,13.0,0,0,1,0,0,0,1,358
0,37.0,1,0,53.1,0,0,0,1,0,0,1,138
0,21.0,1,0,11.5,0,0,1,0,0,0,1,862
0,34.0,0,0,13.0,0,0,1,0,0,0,1,723
0,30.0,0,0,13.0,0,0,1,0,0,0,1,214
1,28.0,0,0,7.75,1,1,0,0,1,0,0,33
0,71.0,0,0,34.6542,0,0,0,1,0,1,0,97
0,33.0,1,1,20.525,0,1,0,0,0,0,1,549
0,14.0,5,2,46.9,0,1,0,0,0,0,1,684
1,19.0,0,0,30.0,1,0,0,1,0,0,1,888
0,38.0,0,1,153.4625,0,0,0,1,0,0,1,333
0,46.0,0,0,79.2,0,0,0,1,0,1,0,790
0,28.0,2,0,7.925,0,1,0,0,0,0,1,393
0,19.0,0,0,7.775,0,1,0,0,0,0,1,380
0,41.0,2,0,14.1083,0,1,0,0,0,0,1,861
0,21.0,0,0,7.8542,0,1,0,0,0,0,1,624
0,25.0,1,0,55.4417,1,0,0,1,0,1,0,371
1,28.0,0,0,7.55,0,1,0,0,0,0,1,236
0,48.0,1,0,76.7292,1,0,0,1,0,1,0,646
0,28.0,0,0,30.0,1,0,0,1,0,0,1,741
0,55.0,1,1,93.5,0,0,0,1,0,0,1,1200
0,27.0,0,0,6.975,1,1,0,0,0,0,1,805
1,23.0,0,0,7.925,0,1,0,0,0,0,1,817
1,22.0,0,0,8.9625,1,1,0,0,0,0,1,1061
0,24.0,2,0,73.5,0,0,1,0,0,0,1,656
0,21.0,2,0,73.5,0,0,1,0,0,0,1,121
0,28.0,0,0,51.8625,0,0,0,1,0,0,1,1038
0,55.0,0,0,50.0,0,0,0,1,0,0,1,1270
0,23.0,2,1,11.5,0,0,1,0,0,0,1,530
0,50.0,0,0,13.0,0,0,1,0,0,0,1,724
1,28.0,0,0,8.05,1,1,0,0,0,0,1,1160
0,38.0,1,0,90.0,1,0,0,1,0,0,1,225
0,28.0,0,0,30.6958,0,0,0,1,0,1,0,794
1,27.0,1,0,7.925,0,1,0,0,0,0,1,910
1,50.0,0,0,28.7125,0,0,0,1,0,1,0,178
0,49.0,0,0,0.0,1,0,0,1,0,0,1,1264
0,42.0,1,0,27.0,0,0,1,0,0,0,1,218
0,22.0,2,0,31.5,0,0,1,0,0,0,1,1211
0,32.0,0,0,10.5,0,0,1,0,0,0,1,71
0,17.0,1,0,7.0542,0,1,0,0,0,0,1,722
0,34.0,0,0,6.4958,0,1,0,0,0,0,1,203
0,33.0,0,0,8.6542,0,1,0,0,0,0,1,104
0,31.0,0,0,7.775,0,1,0,0,0,0,1,806
1,1.0,1,1,11.1333,1,1,0,0,0,0,1,173
0,33.0,0,0,7.775,0,1,0,0,0,0,1,720
0,46.0,0,0,26.0,0,0,0,1,0,0,1,903
0,27.0,0,0,7.8542,0,1,0,0,0,0,1,1210
0,50.0,0,0,26.0,0,0,0,1,0,0,1,1247
1,20.0,1,0,9.825,0,1,0,0,0,0,1,114
1,21.0,1,0,9.825,0,1,0,0,0,0,1,403
0,17.0,0,0,7.125,0,1,0,0,0,0,1,434
0,22.0,0,0,7.5208,0,1,0,0,0,0,1,479
0,58.0,0,0,29.7,0,0,0,1,0,1,0,488
0,42.0,1,0,52.5542,1,0,0,1,0,0,1,622
1,1.0,1,1,12.1833,0,1,0,0,0,0,1,1155
0,29.0,0,0,9.4833,0,1,0,0,0,0,1,714
0,29.0,0,0,7.775,0,1,0,0,0,0,1,232
0,32.0,0,0,7.925,0,1,0,0,0,0,1,637
1,28.0,0,0,33.0,1,0,1,0,0,0,1,597
0,20.0,1,0,7.925,1,1,0,0,0,0,1,665
1,16.0,0,1,39.4,1,0,0,1,0,0,1,854
0,30.0,1,0,16.1,0,1,0,0,0,0,1,254
0,30.0,0,0,45.5,0,0,0,1,0,0,1,1190
0,51.0,0,0,7.0542,0,1,0,0,0,0,1,632
1,23.0,0,0,7.8542,1,1,0,0,0,0,1,1049
0,32.0,0,0,7.5792,1,1,0,0,0,0,1,1233
0,28.0,0,0,7.55,0,1,0,0,0,0,1,1147
0,24.0,0,0,7.1417,1,1,0,0,0,0,1,128
0,30.0,0,0,26.0,0,0,0,1,0,0,1,1227
1,28.0,0,0,7.8792,0,1,0,0,1,0,0,1108
0,29.0,0,0,7.925,0,1,0,0,0,0,1,989
0,28.0,0,0,7.2292,0,1,0,0,0,1,0,1180
0,19.0,1,0,53.1,0,0,0,1,0,0,1,749
0,30.0,0,0,13.0,0,0,1,0,0,0,1,419
0,40.0,0,0,16.0,0,0,1,0,0,0,1,1077
0,46.0,0,0,75.2417,0,0,0,1,0,1,0,1162
0,28.0,0,0,7.75,1,1,0,0,1,0,0,829
0,32.0,0,0,13.5,0,0,1,0,0,0,1,953
0,30.0,0,0,13.0,0,0,1,0,0,0,1,1072
0,36.0,0,0,26.2875,1,0,0,1,0,0,1,513
0,19.0,0,0,10.5,1,0,1,0,0,0,1,227
0,28.0,1,0,82.1708,0,0,0,1,0,1,0,35
0,21.0,0,0,7.775,1,1,0,0,0,0,1,1151
0,65.0,0,0,26.55,0,0,0,1,0,0,1,457
0,48.0,0,0,13.0,0,0,1,0,0,0,1,464
0,44.0,2,0,90.0,0,0,0,1,1,0,0,246
0,70.0,0,0,10.5,0,0,1,0,0,0,1,673
0,30.0,1,0,57.75,1,0,0,1,0,1,0,926
0,25.0,0,0,7.65,0,1,0,0,0,0,1,76
0,55.0,0,0,30.5,0,0,0,1,0,0,1,493
0,28.0,0,0,8.05,0,1,0,0,0,0,1,122
0,28.0,0,0,7.75,0,1,0,0,1,0,0,561
0,28.0,0,0,8.05,0,1,0,0,0,0,1,78
0,62.0,0,0,9.6875,0,0,1,0,1,0,0,894
0,33.0,0,0,8.05,0,1,0,0,0,0,1,991
1,31.0,1,0,113.275,1,0,0,1,0,1,0,216
0,58.0,0,2,113.275,0,0,0,1,0,1,0,660
1,19.0,0,2,26.2833,1,0,0,1,0,0,1,137
0,19.0,1,1,36.75,0,0,1,0,0,0,1,146
0,64.0,0,0,26.0,0,0,0,1,0,0,1,546
1,18.0,0,0,7.775,1,1,0,0,0,0,1,1089
0,28.0,0,0,13.5,0,0,1,0,0,0,1,563
0,21.0,0,0,7.8,0,1,0,0,0,0,1,52
1,22.0,0,0,7.75,1,1,0,0,0,0,1,142
1,39.0,0,0,108.9,1,0,0,1,0,1,0,1306
0,9.0,0,1,3.1708,1,1,0,0,0,0,1,913
0,28.0,0,0,22.525,0,1,0,0,0,0,1,509
0,20.0,0,0,9.225,0,1,0,0,0,0,1,683
0,28.0,0,0,25.7417,1,0,0,1,0,1,0,1097
1,20.0,0,0,8.6625,0,1,0,0,0,0,1,405
0,22.0,0,0,10.5,1,0,1,0,0,0,1,1171
0,6.0,3,1,21.075,0,1,0,0,0,0,1,1281
1,3.0,3,1,21.075,0,1,0,0,0,0,1,375
0,7.0,4,1,39.6875,0,1,0,0,0,0,1,51
0,2.0,4,1,39.6875,0,1,0,0,0,0,1,825
0,16.0,4,1,39.6875,0,1,0,0,0,0,1,267
0,28.0,0,0,10.5,0,0,1,0,0,0,1,1168
0,23.0,0,0,93.5,0,0,0,1,0,0,1,1282
1,3.0,1,1,13.775,0,1,0,0,0,0,1,1301
0,25.0,1,0,7.775,1,1,0,0,0,0,1,268
0,43.0,0,1,21.0,0,0,1,0,0,0,1,1194
1,2.0,1,1,26.0,1,0,1,0,0,0,1,531
0,34.0,1,0,21.0,0,0,1,0,0,0,1,477
0,28.0,0,0,14.5,0,1,0,0,0,0,1,539
0,19.0,0,0,10.5,0,0,1,0,0,0,1,1209
0,28.0,0,0,8.05,0,1,0,0,0,0,1,46
0,28.0,0,0,7.775,0,1,0,0,0,0,1,668
1,2.0,1,1,20.2125,0,1,0,0,0,0,1,1176
0,18.0,1,1,20.2125,0,1,0,0,0,0,1,425
0,50.0,0,0,8.05,0,1,0,0,0,0,1,483
0,16.0,0,0,8.05,0,1,0,0,0,0,1,575
0,13.0,2,2,262.375,1,0,0,1,0,1,0,956
1,18.0,2,2,262.375,1,0,0,1,0,1,0,312
0,61.0,1,3,262.375,0,0,0,1,0,1,0,1034
0,38.5,0,0,7.25,0,1,0,0,0,0,1,1307
0,28.0,8,2,69.55,0,1,0,0,0,0,1,160
1,28.0,8,2,69.55,0,1,0,0,0,0,1,181
0,28.0,8,2,69.55,0,1,0,0,0,0,1,847
0,24.0,0,0,9.325,0,1,0,0,0,0,1,1145
0,39.0,0,0,7.925,0,1,0,0,0,0,1,529
0,34.0,0,0,26.55,1,0,0,1,0,0,1,448
0,28.0,0,0,7.75,0,1,0,0,1,0,0,939
0,28.0,0,0,8.05,0,1,0,0,0,0,1,96
0,50.0,1,0,55.9,0,0,0,1,0,0,1,435
0,21.0,0,0,7.925,0,1,0,0,0,0,1,174
1,18.0,0,0,7.4958,1,1,0,0,0,0,1,787
0,59.0,0,0,13.5,0,0,1,0,0,0,1,233
0,10.0,3,2,27.9,0,1,0,0,0,0,1,820
1,30.0,0,0,12.35,1,0,1,0,1,0,0,323
0,35.0,0,0,10.5,0,0,1,0,0,0,1,813
0,28.0,0,0,35.5,1,0,0,1,0,0,1,24
0,56.0,0,0,26.55,0,0,0,1,0,0,1,468
0,56.0,0,0,30.6958,0,0,0,1,0,1,0,175
0,28.0,0,0,26.0,0,0,0,1,0,0,1,285
0,24.0,1,0,82.2667,1,0,0,1,0,0,1,1179
0,45.0,1,1,134.5,1,0,0,1,0,1,0,1134
0,32.0,0,0,8.05,0,1,0,0,0,0,1,1022
0,32.0,0,0,30.5,1,0,0,1,0,1,0,633
0,41.0,0,0,15.0458,0,0,1,0,0,1,0,1002
0,62.0,0,0,26.55,0,0,0,1,0,0,1,253
0,25.0,0,0,10.5,0,0,1,0,0,0,1,1243
1,22.0,0,0,9.8375,0,1,0,0,0,0,1,475
1,2.0,0,1,10.4625,0,1,0,0,0,0,1,206
0,44.0,0,0,7.925,1,1,0,0,0,0,1,415
0,14.0,0,0,9.225,1,1,0,0,0,0,1,897
0,14.0,0,0,65.0,0,0,1,0,0,0,1,1122
0,48.0,1,0,52.0,1,0,0,1,0,0,1,713
0,25.0,0,0,7.7958,1,1,0,0,0,0,1,987
0,49.0,1,1,110.8833,0,0,0,1,0,1,0,699
0,34.0,0,0,8.05,0,1,0,0,0,0,1,759
0,28.0,1,0,16.1,0,1,0,0,0,0,1,640
0,30.5,0,0,8.05,0,1,0,0,0,0,1,815
0,23.0,0,0,13.0,0,0,1,0,0,0,1,735
1,18.0,0,0,9.8417,1,1,0,0,0,0,1,678
0,61.0,0,0,33.5,0,0,0,1,0,0,1,171
1,10.0,0,2,24.15,0,1,0,0,0,0,1,420
0,36.0,1,1,24.15,0,1,0,0,0,0,1,596
0,47.0,0,0,34.0208,0,0,0,1,0,0,1,516
0,23.0,1,0,10.5,0,0,1,0,0,0,1,1298
0,28.0,0,0,7.55,0,1,0,0,0,0,1,1159
0,64.0,1,0,75.25,0,0,0,1,0,1,0,1128
0,28.0,0,0,0.0,0,0,1,0,0,0,1,675
0,2.0,1,1,23.0,1,0,1,0,0,0,1,981
0,54.0,0,1,77.2875,0,0,0,1,0,0,1,125
0,21.0,0,1,77.2875,0,0,0,1,0,0,1,103
1,31.0,0,2,164.8667,1,0,0,1,0,0,1,319
0,50.0,1,1,211.5,0,0,0,1,0,1,0,1299
0,27.0,0,2,211.5,0,0,0,1,0,1,0,378
0,18.0,1,0,6.4958,0,1,0,0,0,0,1,372
0,21.0,1,0,6.4958,0,1,0,0,0,0,1,1124
1,21.0,0,0,26.55,1,0,0,1,0,0,1,1123
0,51.0,0,1,61.3792,0,0,0,1,0,1,0,156
0,28.0,0,0,13.0,1,0,1,0,0,0,1,18
1,31.0,0,0,134.5,1,0,0,1,0,1,0,1263
1,36.0,0,0,135.6333,1,0,0,1,0,1,0,326
0,25.0,0,0,7.65,1,1,0,0,0,0,1,949
1,29.0,0,0,211.3375,1,0,0,1,0,0,1,731
0,0.92,1,2,151.55,1,0,0,1,0,0,1,306
0,30.0,1,2,151.55,0,0,0,1,0,0,1,1198
0,4.0,4,2,31.275,0,1,0,0,0,0,1,851
1,6.0,4,2,31.275,0,1,0,0,0,0,1,814
1,2.0,4,2,31.275,0,1,0,0,0,0,1,120
1,17.0,4,2,7.925,1,1,0,0,0,0,1,69
1,38.0,4,2,7.775,0,1,0,0,0,0,1,1106
1,9.0,4,2,31.275,0,1,0,0,0,0,1,542
1,11.0,4,2,31.275,0,1,0,0,0,0,1,543
0,24.0,0,0,7.775,0,1,0,0,0,0,1,1278
0,9.0,4,2,31.3875,0,1,0,0,0,0,1,183
0,3.0,4,2,31.3875,1,1,0,0,0,0,1,262
1,5.0,4,2,31.3875,1,1,0,0,0,0,1,234
0,28.0,0,0,10.5,0,0,1,0,0,0,1,884
0,37.0,1,1,52.5542,1,0,0,1,0,0,1,249
0,21.0,0,0,7.775,0,1,0,0,0,0,1,409
0,35.0,0,0,8.05,0,1,0,0,0,0,1,615
0,60.0,1,1,39.0,0,0,1,0,0,0,1,685
1,20.0,1,0,26.0,1,0,1,0,0,0,1,1167
0,25.0,1,0,26.0,0,0,1,0,0,0,1,729
1,41.0,0,0,134.5,1,0,0,1,0,1,0,338
0,45.0,0,0,26.55,0,0,0,1,0,0,1,537
0,42.0,0,0,26.2875,1,0,0,1,0,0,1,708
0,0.83,0,2,29.0,1,0,1,0,0,0,1,79
0,36.0,0,1,512.3292,1,0,0,1,0,1,0,680
0,11.0,1,2,120.0,1,0,0,1,0,0,1,803
0,36.0,1,0,78.85,0,0,0,1,0,0,1,742
0,27.0,1,0,53.1,1,0,0,1,0,0,1,725
0,29.0,1,0,26.0,0,0,1,0,0,0,1,1220
0,20.0,0,0,7.05,0,1,0,0,0,0,1,132
0,29.0,0,0,10.5,0,0,1,0,0,0,1,243
0,37.0,1,1,83.1583,0,0,0,1,0,1,0,1073
0,28.0,0,0,0.0,0,0,1,0,0,0,1,414
0,0.33,0,2,14.4,0,1,0,0,0,0,1,1093
0,8.0,1,1,36.75,1,0,1,0,0,0,1,550
0,36.5,1,0,17.4,1,1,0,0,0,0,1,1152
1,0.17,1,2,20.575,1,1,0,0,0,0,1,1246
0,8.0,0,2,32.5,1,0,1,0,0,0,1,1086
0,18.0,0,0,7.775,0,1,0,0,0,0,1,676
1,5.0,0,0,12.475,1,1,0,0,0,0,1,778
1,38.0,0,0,227.525,1,0,0,1,0,1,0,717
1,54.0,1,0,78.2667,1,0,0,1,0,1,0,497
0,18.0,0,0,10.5,0,0,1,0,0,0,1,1232
0,18.0,0,0,7.7958,0,1,0,0,0,0,1,689
0,30.0,0,0,27.75,0,0,0,1,0,1,0,453
1,24.0,3,2,263.0,1,0,0,1,0,0,1,342
0,19.0,3,2,263.0,0,0,0,1,0,0,1,28
1,30.0,0,0,56.9292,1,0,0,1,0,1,0,310
0,50.0,2,0,133.65,1,0,0,1,0,0,1,661
1,22.0,0,2,49.5,1,0,0,1,0,1,0,540
1,22.0,0,1,59.4,1,0,0,1,0,1,0,1294
0,9.0,5,2,46.9,0,1,0,0,0,0,1,481
0,11.0,5,2,46.9,0,1,0,0,0,0,1,60
0,23.0,0,1,63.3583,1,0,0,1,0,1,0,98
0,32.0,0,0,8.3625,0,1,0,0,0,0,1,770
0,20.0,0,0,9.8458,0,1,0,0,0,0,1,877
0,37.0,2,0,7.925,0,1,0,0,0,0,1,105
0,28.0,1,0,19.9667,0,1,0,0,0,0,1,452
0,28.0,1,0,19.9667,0,1,0,0,0,0,1,491
0,28.0,1,0,15.85,0,1,0,0,0,0,1,404
0,28.0,0,1,33.0,0,0,1,0,0,0,1,849
1,24.0,0,0,83.1583,1,0,0,1,0,1,0,311
1,28.0,0,0,7.775,0,1,0,0,0,0,1,1304
0,36.0,0,0,13.0,0,0,1,0,0,0,1,1121
0,43.0,0,0,6.45,0,1,0,0,0,0,1,819
0,42.0,1,0,52.0,0,0,0,1,0,0,1,36
1,25.0,1,0,7.925,0,1,0,0,0,0,1,730
0,24.0,2,0,31.5,0,0,1,0,0,0,1,923
0,4.0,1,1,11.1333,1,1,0,0,0,0,1,870
0,21.0,0,0,8.4333,0,1,0,0,0,0,1,653
0,21.0,0,0,7.7958,1,1,0,0,0,0,1,1115
0,33.0,0,0,7.8542,0,1,0,0,0,0,1,1087
1,4.0,0,2,22.025,1,1,0,0,0,0,1,185
0,31.0,0,0,10.5,0,0,1,0,0,0,1,440
1,37.0,0,0,9.5875,0,1,0,0,0,0,1,504
1,22.0,0,0,7.25,1,1,0,0,0,0,1,377
0,25.0,1,2,41.5792,0,0,1,0,0,1,0,686
0,24.0,0,0,10.5,0,0,1,0,0,0,1,235
1,25.0,0,0,7.775,0,1,0,0,0,0,1,247
1,45.0,0,0,7.75,0,1,0,0,0,0,1,277
0,36.0,1,0,15.55,0,1,0,0,0,0,1,606
1,21.0,0,0,77.9583,1,0,0,1,0,0,1,628
1,15.0,0,1,211.3375,1,0,0,1,0,0,1,690
0,22.0,0,0,7.125,0,1,0,0,0,0,1,244
0,18.0,0,0,7.75,0,1,0,0,0,0,1,776
0,2.0,1,1,26.0,1,0,1,0,0,0,1,341
1,29.0,0,0,7.925,0,1,0,0,0,0,1,964
1,26.0,0,0,7.8542,1,1,0,0,0,0,1,316
0,21.0,0,0,7.8542,0,1,0,0,0,0,1,1153
1,28.0,0,0,7.6292,0,1,0,0,1,0,0,503
0,42.0,0,1,8.4042,0,1,0,0,0,0,1,198
0,28.0,0,0,7.8542,0,1,0,0,0,0,1,282
0,65.0,0,1,61.9792,0,0,0,1,0,1,0,55
0,2.0,3,1,21.075,0,1,0,0,0,0,1,8
1,8.0,3,1,21.075,0,1,0,0,0,0,1,25
0,28.0,0,0,0.0,0,0,0,1,0,0,1,634
0,25.0,0,0,7.925,0,1,0,0,0,0,1,937
0,19.0,0,0,10.5,0,0,1,0,0,0,1,239
0,52.0,0,0,30.5,1,0,0,1,0,0,1,450
1,21.0,0,1,21.0,1,0,1,0,0,0,1,1078
0,30.0,0,0,12.7375,1,0,1,0,0,1,0,1156
0,47.0,0,0,52.0,0,0,0,1,0,0,1,111
0,28.0,0,0,39.6,1,0,0,1,0,0,1,1182
0,3.0,1,1,18.75,1,0,1,0,0,0,1,408
1,33.0,0,0,27.7208,1,0,0,1,0,1,0,1100
1,21.0,0,0,7.65,1,1,0,0,0,0,1,107
1,1.0,1,1,16.7,1,1,0,0,0,0,1,1009
1,4.0,1,1,16.7,1,1,0,0,0,0,1,11
0,20.0,0,0,8.05,0,1,0,0,0,0,1,13
0,24.5,0,0,8.05,0,1,0,0,0,0,1,677
1,18.0,0,2,13.0,1,0,1,0,0,0,1,418
0,35.0,0,0,26.2875,1,0,0,1,0,0,1,702
1,2.0,3,2,27.9,0,1,0,0,0,0,1,643
0,28.0,0,0,8.05,0,1,0,0,0,0,1,88
0,25.0,0,0,13.0,0,0,1,0,0,0,1,135
0,30.0,0,0,8.05,0,1,0,0,0,0,1,489
0,6.0,0,2,134.5,1,0,0,1,0,1,0,1088
0,57.0,1,0,146.5208,0,0,0,1,0,1,0,1208
1,23.0,0,0,7.55,1,1,0,0,0,0,1,650
0,54.0,1,0,55.4417,1,0,0,1,0,1,0,1069
0,16.0,0,0,8.05,1,1,0,0,0,0,1,221
0,31.0,0,0,28.5375,1,0,0,1,0,1,0,960
0,28.0,1,1,14.5,0,1,0,0,0,0,1,1236
0,11.5,1,1,14.5,0,1,0,0,0,0,1,1084
0,40.5,0,2,14.5,0,1,0,0,0,0,1,154
1,14.0,0,0,7.8542,0,1,0,0,0,0,1,15
1,19.0,1,0,7.8542,1,1,0,0,0,0,1,193
0,40.0,1,5,31.3875,0,1,0,0,0,0,1,1066
1,24.0,0,0,69.3,1,0,0,1,0,1,0,370
0,28.0,0,0,26.55,1,0,0,1,0,0,1,431
0,54.0,1,0,26.0,0,0,1,0,0,0,1,250
0,42.0,0,0,7.65,0,1,0,0,0,0,1,700
0,30.0,1,1,26.0,0,0,1,0,0,0,1,1041
1,3.0,1,2,41.5792,1,0,1,0,0,1,0,44
0,25.0,0,0,13.0,0,0,1,0,0,0,1,344
0,19.0,0,0,7.65,0,1,0,0,0,0,1,716
